season,jornada,team_name,goalsInFavor,goalsAgainst,result,points
2014-15,26,Villarreal CF,4,1,WIN,3
2014-15,26,Córdoba CF,1,2,LOST,0
2013-14,19,Real Betis,1,2,LOST,0
2013-14,19,RCD Español,0,1,LOST,0
2013-14,19,Getafe CF,0,1,LOST,0
2013-14,19,Levante UD,1,0,WIN,3
2013-14,19,Villarreal CF,5,1,WIN,3
2013-14,20,Málaga CF,0,0,DRAW,1
2013-14,20,Real Betis,0,5,LOST,0
2013-14,20,Elche CF,2,0,WIN,3
2013-14,20,RCD Español,1,0,WIN,3
2013-14,20,Granada CF,0,0,DRAW,1
2013-14,20,Atlético Madrid,1,1,DRAW,1
2013-14,20,Getafe CF,2,2,DRAW,1
2013-14,20,Levante UD,1,1,DRAW,1
2013-14,20,Villarreal CF,2,0,WIN,3
2013-14,20,Athletic Club Bilbao,4,2,WIN,3
2013-14,21,RC Celta Vigo,4,2,WIN,3
2013-14,21,Real Madrid CF,2,0,WIN,3
2013-14,21,Sevilla FC,2,3,LOST,0
2013-14,21,Valencia CF,2,2,DRAW,1
2013-14,21,Real Valladolid CF,1,0,WIN,3
2013-14,21,UD Almería,1,0,WIN,3
2013-14,21,FC Barcelona,3,0,WIN,3
2013-14,21,CA Osasuna,1,5,LOST,0
2013-14,21,Rayo Vallecano,2,4,LOST,0
2013-14,21,Real Sociedad,4,0,WIN,3
2013-14,22,Granada CF,1,2,LOST,0
2013-14,22,FC Barcelona,2,3,LOST,0
2013-14,22,Getafe CF,0,0,DRAW,1
2013-14,22,Levante UD,0,0,DRAW,1
2013-14,22,Málaga CF,3,2,WIN,3
2013-14,22,Athletic Club Bilbao,1,1,DRAW,1
2013-14,22,Atlético Madrid,4,0,WIN,3
2013-14,22,Real Betis,2,0,WIN,3
2013-14,22,Elche CF,1,0,WIN,3
2013-14,22,Villarreal CF,3,1,WIN,3
2013-14,23,RCD Español,1,0,WIN,3
2013-14,23,UD Almería,2,0,WIN,3
2013-14,23,Real Madrid CF,4,2,WIN,3
2013-14,23,Valencia CF,5,0,WIN,3
2013-14,23,Rayo Vallecano,4,1,WIN,3
2013-14,23,CA Osasuna,2,0,WIN,3
2013-14,23,Sevilla FC,1,4,LOST,0
2013-14,23,Real Sociedad,0,0,DRAW,1
2013-14,23,Real Valladolid CF,2,2,DRAW,1
2013-14,23,RC Celta Vigo,0,0,DRAW,1
2013-14,24,Elche CF,0,0,DRAW,1
2013-14,24,Atlético Madrid,3,0,WIN,3
2013-14,24,FC Barcelona,6,0,WIN,3
2013-14,24,Levante UD,1,0,WIN,3
2013-14,24,Villarreal CF,0,2,LOST,0
2013-14,24,Athletic Club Bilbao,1,2,LOST,0
2013-14,24,Getafe CF,0,3,LOST,0
2013-14,24,Granada CF,1,0,WIN,3
2013-14,24,Sevilla FC,0,0,DRAW,1
2013-14,24,Málaga CF,0,1,LOST,0
2013-14,25,Real Valladolid CF,1,1,DRAW,1
2013-14,25,UD Almería,0,0,DRAW,1
2013-14,25,RC Celta Vigo,1,1,DRAW,1
2013-14,25,Real Madrid CF,3,0,WIN,3
2013-14,25,Real Sociedad,3,1,WIN,3
2013-14,25,Real Betis,0,2,LOST,0
2013-14,25,CA Osasuna,3,0,WIN,3
2013-14,25,Valencia CF,2,1,WIN,3
2013-14,25,Rayo Vallecano,0,1,LOST,0
2013-14,25,RCD Español,1,2,LOST,0
2013-14,26,Athletic Club Bilbao,4,0,WIN,3
2013-14,26,Elche CF,1,0,WIN,3
2013-14,26,Getafe CF,0,0,DRAW,1
2013-14,26,Levante UD,2,0,WIN,3
2013-14,26,Málaga CF,1,1,DRAW,1
2013-14,26,Atlético Madrid,2,2,DRAW,1
2013-14,26,FC Barcelona,4,1,WIN,3
2013-14,26,Sevilla FC,1,0,WIN,3
2013-14,26,Rayo Vallecano,1,0,WIN,3
2013-14,26,Villarreal CF,1,1,DRAW,1
2013-14,27,Real Betis,2,0,WIN,3
2013-14,27,RC Celta Vigo,0,2,LOST,0
2013-14,27,Granada CF,2,0,WIN,3
2013-14,27,Real Valladolid CF,1,0,WIN,3
2013-14,27,UD Almería,1,3,LOST,0
2013-14,27,RCD Español,3,1,WIN,3
2013-14,27,Real Madrid CF,3,0,WIN,3
2013-14,27,Valencia CF,1,1,DRAW,1
2013-14,27,CA Osasuna,0,2,LOST,0
2013-14,27,Real Sociedad,2,3,LOST,0
2013-14,28,Getafe CF,3,3,DRAW,1
2013-14,28,Atlético Madrid,1,0,WIN,3
2013-14,28,Levante UD,0,1,LOST,0
2013-14,28,Málaga CF,0,1,LOST,0
2013-14,28,Rayo Vallecano,3,1,WIN,3
2013-14,28,FC Barcelona,7,0,WIN,3
2013-14,28,Elche CF,0,0,DRAW,1
2013-14,28,Sevilla FC,4,1,WIN,3
2013-14,28,Real Sociedad,1,0,WIN,3
2013-14,28,Villarreal CF,1,1,DRAW,1
2013-14,29,RC Celta Vigo,0,2,LOST,0
2013-14,29,Athletic Club Bilbao,1,0,WIN,3
2013-14,29,RCD Español,0,0,DRAW,1
2013-14,29,Granada CF,1,0,WIN,3
2013-14,29,Real Valladolid CF,1,1,DRAW,1
2013-14,29,Real Betis,0,2,LOST,0
2013-14,29,CA Osasuna,1,2,LOST,0
2013-14,29,Real Madrid CF,3,4,LOST,0
2013-14,29,Valencia CF,2,1,WIN,3
2013-14,29,UD Almería,4,3,WIN,3
2013-14,30,Elche CF,0,0,DRAW,1
2013-14,30,Málaga CF,1,2,LOST,0
2013-14,30,Atlético Madrid,1,0,WIN,3
2013-14,30,FC Barcelona,3,0,WIN,3
2013-14,30,Sevilla FC,2,1,WIN,3
2013-14,30,Rayo Vallecano,1,0,WIN,3
2013-14,30,UD Almería,2,2,DRAW,1
2013-14,30,Getafe CF,0,1,LOST,0
2013-14,30,Levante UD,1,3,LOST,0
2013-14,30,Real Sociedad,1,0,WIN,3
2013-14,31,Athletic Club Bilbao,1,2,LOST,0
2013-14,31,RC Celta Vigo,1,0,WIN,3
2013-14,31,RCD Español,0,1,LOST,0
2013-14,31,Real Madrid CF,5,0,WIN,3
2013-14,31,CA Osasuna,1,1,DRAW,1
2013-14,31,Valencia CF,1,3,LOST,0
2013-14,31,Real Valladolid CF,1,0,WIN,3
2013-14,31,Villarreal CF,1,1,DRAW,1
2013-14,31,Real Betis,1,2,LOST,0
2013-14,31,Granada CF,0,2,LOST,0
2013-14,32,UD Almería,1,2,LOST,0
2013-14,32,Atlético Madrid,1,0,WIN,3
2013-14,32,FC Barcelona,3,1,WIN,3
2013-14,32,Real Sociedad,0,4,LOST,0
2013-14,32,Rayo Vallecano,3,0,WIN,3
2013-14,32,Elche CF,1,0,WIN,3
2013-14,32,Málaga CF,4,1,WIN,3
2013-14,32,Sevilla FC,4,1,WIN,3
2013-14,32,Real Valladolid CF,0,0,DRAW,1
2013-14,32,Levante UD,1,2,LOST,0
2013-14,33,CA Osasuna,0,0,DRAW,1
2013-14,33,RC Celta Vigo,2,2,DRAW,1
2013-14,33,Granada CF,1,0,WIN,3
2013-14,33,Real Madrid CF,4,0,WIN,3
2014-15,27,Valencia CF,2,0,WIN,3
2014-15,27,RC Celta Vigo,1,2,LOST,0
2014-15,27,SD Eibar,0,2,LOST,0
2014-15,27,RCD Español,0,0,DRAW,1
2014-15,27,Rayo Vallecano,3,1,WIN,3
2014-15,27,UD Almería,0,0,DRAW,1
2014-15,27,Málaga CF,2,0,WIN,3
2014-15,27,Real Madrid CF,2,0,WIN,3
2014-15,27,Sevilla FC,3,0,WIN,3
2014-15,27,Getafe CF,0,1,LOST,0
2014-15,28,Elche CF,0,4,LOST,0
2014-15,28,Athletic Club Bilbao,2,1,WIN,3
2014-15,28,Atlético Madrid,2,0,WIN,3
2014-15,28,Granada CF,0,0,DRAW,1
2014-15,28,Levante UD,0,1,LOST,0
2014-15,28,Rayo Vallecano,1,0,WIN,3
2014-15,28,FC Barcelona,2,1,WIN,3
2014-15,28,RCD La Coruña,0,0,DRAW,1
2014-15,28,Real Sociedad,3,1,WIN,3
2014-15,28,Villarreal CF,0,2,LOST,0
2014-15,29,SD Eibar,1,2,LOST,0
2014-15,29,UD Almería,1,4,LOST,0
2014-15,29,Córdoba CF,0,2,LOST,0
2014-15,29,Málaga CF,1,1,DRAW,1
2014-15,29,Sevilla FC,2,0,WIN,3
2014-15,29,RC Celta Vigo,0,1,LOST,0
2014-15,29,Getafe CF,2,1,WIN,3
2014-15,29,Real Madrid CF,9,1,WIN,3
2014-15,29,Valencia CF,0,0,DRAW,1
2014-15,29,RCD Español,1,1,DRAW,1
2014-15,30,Atlético Madrid,2,0,WIN,3
2014-15,30,SD Eibar,1,0,WIN,3
2014-15,30,Levante UD,1,2,LOST,0
2014-15,30,FC Barcelona,4,0,WIN,3
2014-15,30,Granada CF,1,1,DRAW,1
2014-15,30,RCD La Coruña,1,1,DRAW,1
2014-15,30,Rayo Vallecano,0,2,LOST,0
2014-15,30,Athletic Club Bilbao,1,1,DRAW,1
2014-15,30,Elche CF,0,1,LOST,0
2014-15,30,Villarreal CF,0,3,LOST,0
2014-15,31,UD Almería,3,0,WIN,3
2014-15,31,RC Celta Vigo,6,1,WIN,3
2014-15,31,Málaga CF,2,2,DRAW,1
2014-15,31,Real Madrid CF,3,0,WIN,3
2014-15,31,Sevilla FC,2,2,DRAW,1
2014-15,31,Córdoba CF,0,2,LOST,0
2014-15,31,RCD Español,1,0,WIN,3
2014-15,31,Getafe CF,1,1,DRAW,1
2014-15,31,Real Sociedad,2,2,DRAW,1
2014-15,31,Valencia CF,3,0,WIN,3
2014-15,32,Levante UD,2,2,DRAW,1
2014-15,32,Athletic Club Bilbao,4,0,WIN,3
2014-15,32,FC Barcelona,2,0,WIN,3
2014-15,32,RCD La Coruña,1,2,LOST,0
2014-15,32,Real Madrid CF,3,1,WIN,3
2014-15,32,SD Eibar,0,1,LOST,0
2014-15,32,Granada CF,1,1,DRAW,1
2014-15,32,Rayo Vallecano,2,0,WIN,3
2014-15,32,Villarreal CF,0,0,DRAW,1
2014-15,32,Elche CF,1,0,WIN,3
2014-15,33,Córdoba CF,0,1,LOST,0
2014-15,33,Atlético Madrid,3,0,WIN,3
2014-15,33,RCD Español,0,2,LOST,0
2014-15,33,Getafe CF,0,1,LOST,0
2014-15,33,Real Sociedad,0,0,DRAW,1
2014-15,33,UD Almería,2,0,WIN,3
2014-15,33,RC Celta Vigo,2,4,LOST,0
2014-15,33,Málaga CF,1,1,DRAW,1
2014-15,33,Sevilla FC,2,0,WIN,3
2014-15,33,Valencia CF,4,0,WIN,3
2014-15,34,Athletic Club Bilbao,1,1,DRAW,1
2014-15,34,FC Barcelona,6,0,WIN,3
2014-15,34,Levante UD,1,0,WIN,3
2014-15,34,RC Celta Vigo,1,0,WIN,3
2014-15,34,SD Eibar,1,3,LOST,0
2014-15,34,Elche CF,4,0,WIN,3
2014-15,34,Real Madrid CF,3,0,WIN,3
2014-15,34,Villarreal CF,0,1,LOST,0
2014-15,34,Granada CF,1,2,LOST,0
2014-15,34,Rayo Vallecano,1,1,DRAW,1
2014-15,35,Real Sociedad,3,0,WIN,3
2014-15,35,Atlético Madrid,0,0,DRAW,1
2014-15,35,Córdoba CF,0,8,LOST,0
2014-15,35,RCD La Coruña,1,1,DRAW,1
2014-15,35,Sevilla FC,2,3,LOST,0
2014-15,35,RCD Español,1,1,DRAW,1
2014-15,35,Getafe CF,1,2,LOST,0
2014-15,35,Málaga CF,1,2,LOST,0
2014-15,35,Valencia CF,3,1,WIN,3
2014-15,35,UD Almería,2,2,DRAW,1
2014-15,36,SD Eibar,0,2,LOST,0
2014-15,36,Athletic Club Bilbao,1,1,DRAW,1
2014-15,36,FC Barcelona,2,0,WIN,3
2014-15,36,Granada CF,2,0,WIN,3
2014-15,36,Real Madrid CF,2,2,DRAW,1
2014-15,36,UD Almería,1,2,LOST,0
2014-15,36,RC Celta Vigo,1,1,DRAW,1
2014-15,36,Levante UD,2,2,DRAW,1
2014-15,36,Villarreal CF,1,0,WIN,3
2014-15,36,Rayo Vallecano,2,0,WIN,3
2014-15,37,Atlético Madrid,0,1,LOST,0
2014-15,37,Córdoba CF,1,2,LOST,0
2014-15,37,Elche CF,2,3,LOST,0
2014-15,37,RCD Español,1,4,LOST,0
2014-15,37,Getafe CF,1,1,DRAW,1
2014-15,37,RCD La Coruña,2,0,WIN,3
2014-15,37,Sevilla FC,2,1,WIN,3
2014-15,37,Real Sociedad,0,3,LOST,0
2014-15,37,Valencia CF,1,1,DRAW,1
2014-15,37,Villarreal CF,2,1,WIN,3
2014-15,38,UD Almería,2,3,LOST,0
2014-15,38,Athletic Club Bilbao,4,0,WIN,3
2014-15,38,FC Barcelona,2,2,DRAW,1
2014-15,38,RC Celta Vigo,3,2,WIN,3
2014-15,38,SD Eibar,3,0,WIN,3
2014-15,38,Granada CF,0,0,DRAW,1
2014-15,38,Levante UD,0,0,DRAW,1
2014-15,38,Málaga CF,2,3,LOST,0
2014-15,38,Real Madrid CF,7,3,WIN,3
2014-15,38,Rayo Vallecano,2,4,LOST,0
2014-15,1,RCD Español,1,1,DRAW,1
2014-15,1,RCD La Coruña,1,2,LOST,0
2014-15,1,Athletic Club Bilbao,0,1,LOST,0
2014-15,1,Valencia CF,1,1,DRAW,1
2014-15,1,Elche CF,0,3,LOST,0
2014-15,1,Getafe CF,1,3,LOST,0
2014-15,1,Real Sociedad,0,1,LOST,0
2014-15,1,Villarreal CF,2,0,WIN,3
2014-15,1,Córdoba CF,0,2,LOST,0
2014-15,1,Atlético Madrid,0,0,DRAW,1
2014-15,2,UD Almería,0,1,LOST,0
2014-15,2,Málaga CF,0,3,LOST,0
2014-15,2,Levante UD,0,3,LOST,0
2014-15,2,SD Eibar,1,2,LOST,0
2014-15,2,RC Celta Vigo,1,1,DRAW,1
2014-15,2,Sevilla FC,2,1,WIN,3
2014-15,2,Granada CF,1,1,DRAW,1
2014-15,2,Rayo Vallecano,2,2,DRAW,1
2014-15,2,Real Madrid CF,2,4,LOST,0
2014-15,2,FC Barcelona,1,0,WIN,3
2013-14,33,Villarreal CF,1,0,WIN,3
2013-14,33,Real Betis,0,2,LOST,0
2013-14,33,RCD Español,2,2,DRAW,1
2013-14,33,Getafe CF,0,2,LOST,0
2013-14,33,Valencia CF,2,1,WIN,3
2013-14,33,Athletic Club Bilbao,3,0,WIN,3
2013-14,34,Atlético Madrid,2,0,WIN,3
2013-14,34,Levante UD,0,0,DRAW,1
2013-14,34,CA Osasuna,1,1,DRAW,1
2013-14,34,Real Sociedad,2,1,WIN,3
2013-14,34,UD Almería,2,4,LOST,0
2013-14,34,FC Barcelona,2,1,WIN,3
2013-14,34,Sevilla FC,4,0,WIN,3
2013-14,34,Rayo Vallecano,3,1,WIN,3
2013-14,34,Málaga CF,2,0,WIN,3
2013-14,35,Elche CF,1,1,DRAW,1
2013-14,35,Real Betis,0,1,LOST,0
2013-14,35,Getafe CF,1,0,WIN,3
2013-14,35,Granada CF,0,3,LOST,0
2013-14,34,Real Madrid CF,4,0,WIN,3
2013-14,35,Athletic Club Bilbao,3,1,WIN,3
2013-14,35,RCD Español,1,2,LOST,0
2013-14,35,Valencia CF,0,1,LOST,0
2013-14,35,Villarreal CF,2,3,LOST,0
2013-14,35,RC Celta Vigo,4,1,WIN,3
2013-14,36,Rayo Vallecano,0,3,LOST,0
2013-14,36,FC Barcelona,2,2,DRAW,1
2013-14,36,Málaga CF,0,1,LOST,0
2013-14,36,CA Osasuna,0,2,LOST,0
2013-14,35,Real Valladolid CF,1,0,WIN,3
2013-14,36,UD Almería,3,2,WIN,3
2013-14,36,Levante UD,2,0,WIN,3
2013-14,35,Real Madrid CF,2,2,DRAW,1
2013-14,36,Sevilla FC,0,0,DRAW,1
2013-14,36,Real Sociedad,1,1,DRAW,1
2013-14,36,Real Valladolid CF,1,1,DRAW,1
2013-14,37,Levante UD,2,0,WIN,3
2013-14,37,Villarreal CF,4,0,WIN,3
2013-14,37,Athletic Club Bilbao,1,1,DRAW,1
2013-14,37,Atlético Madrid,1,1,DRAW,1
2013-14,37,Real Betis,4,3,WIN,3
2013-14,37,RC Celta Vigo,2,0,WIN,3
2013-14,37,Elche CF,0,0,DRAW,1
2013-14,37,RCD Español,1,1,DRAW,1
2013-14,37,Getafe CF,1,0,WIN,3
2013-14,37,Granada CF,0,2,LOST,0
2013-14,38,Málaga CF,1,0,WIN,3
2013-14,38,FC Barcelona,1,1,DRAW,1
2013-14,38,Real Madrid CF,3,1,WIN,3
2013-14,38,Valencia CF,2,1,WIN,3
2013-14,38,UD Almería,0,0,DRAW,1
2013-14,38,CA Osasuna,2,1,WIN,3
2013-14,38,Sevilla FC,3,1,WIN,3
2013-14,38,Real Sociedad,1,2,LOST,0
2013-14,38,Real Valladolid CF,0,1,LOST,0
2013-14,38,Rayo Vallecano,1,2,LOST,0
2013-14,1,Getafe CF,0,2,LOST,0
2013-14,1,Málaga CF,0,1,LOST,0
2013-14,1,Athletic Club Bilbao,2,1,WIN,3
2013-14,1,Levante UD,0,7,LOST,0
2013-14,1,Granada CF,2,1,WIN,3
2013-14,1,Real Betis,1,2,LOST,0
2013-14,1,Atlético Madrid,3,1,WIN,3
2013-14,1,Villarreal CF,3,2,WIN,3
2013-14,1,RCD Español,2,2,DRAW,1
2013-14,1,Elche CF,0,3,LOST,0
2013-14,2,CA Osasuna,0,2,LOST,0
2013-14,2,UD Almería,2,2,DRAW,1
2013-14,2,Real Sociedad,1,1,DRAW,1
2013-14,2,Valencia CF,1,3,LOST,0
2013-14,2,Real Valladolid CF,1,2,LOST,0
2013-14,2,Rayo Vallecano,0,5,LOST,0
2013-14,2,RC Celta Vigo,2,1,WIN,3
2013-14,2,Sevilla FC,0,0,DRAW,1
2013-14,2,FC Barcelona,1,0,WIN,3
2013-14,2,Real Madrid CF,1,0,WIN,3
2013-14,3,Elche CF,2,2,DRAW,1
2013-14,3,Levante UD,2,1,WIN,3
2013-14,3,Granada CF,1,1,DRAW,1
2013-14,3,Villarreal CF,3,0,WIN,3
2013-14,3,Getafe CF,0,1,LOST,0
2013-14,3,Real Betis,0,0,DRAW,1
2013-14,3,Athletic Club Bilbao,1,3,LOST,0
2013-14,3,Málaga CF,2,2,DRAW,1
2013-14,3,Atlético Madrid,2,1,WIN,3
2013-14,3,FC Barcelona,3,2,WIN,3
2013-14,4,UD Almería,2,4,LOST,0
2013-14,4,Sevilla FC,2,3,LOST,0
2013-14,4,Real Sociedad,0,0,DRAW,1
2013-14,4,Real Madrid CF,2,2,DRAW,1
2013-14,4,Valencia CF,1,3,LOST,0
2013-14,4,CA Osasuna,1,2,LOST,0
2013-14,4,RCD Español,1,0,WIN,3
2013-14,4,Rayo Vallecano,0,5,LOST,0
2013-14,4,RC Celta Vigo,2,3,LOST,0
2013-14,4,Real Valladolid CF,0,0,DRAW,1
2013-14,5,Elche CF,1,2,LOST,0
2013-14,5,Levante UD,2,2,DRAW,1
2013-14,5,Málaga CF,0,0,DRAW,1
2013-14,5,Atlético Madrid,2,0,WIN,3
2013-14,5,FC Barcelona,4,0,WIN,3
2013-14,5,Granada CF,0,0,DRAW,1
2013-14,5,Villarreal CF,0,0,DRAW,1
2013-14,5,Getafe CF,1,4,LOST,0
2013-14,5,Sevilla FC,1,3,LOST,0
2013-14,5,Athletic Club Bilbao,2,3,LOST,0
2013-14,6,CA Osasuna,1,2,LOST,0
2013-14,6,Real Sociedad,1,4,LOST,0
2013-14,6,Real Valladolid CF,1,1,DRAW,1
2013-14,6,UD Almería,0,2,LOST,0
2013-14,6,Real Madrid CF,2,1,WIN,3
2013-14,6,Valencia CF,1,0,WIN,3
2013-14,6,Rayo Vallecano,1,4,LOST,0
2013-14,6,Real Betis,1,2,LOST,0
2013-14,6,RC Celta Vigo,0,2,LOST,0
2013-14,6,RCD Español,1,2,LOST,0
2013-14,7,Málaga CF,2,2,DRAW,1
2013-14,7,FC Barcelona,2,0,WIN,3
2013-14,7,Atlético Madrid,1,0,WIN,3
2013-14,7,Sevilla FC,1,1,DRAW,1
2013-14,7,Rayo Vallecano,0,1,LOST,0
2013-14,7,Villarreal CF,0,1,LOST,0
2013-14,7,Elche CF,1,0,WIN,3
2013-14,7,Getafe CF,2,0,WIN,3
2013-14,7,Levante UD,1,0,WIN,3
2013-14,7,Athletic Club Bilbao,0,2,LOST,0
2013-14,8,CA Osasuna,1,0,WIN,3
2013-14,8,Granada CF,0,3,LOST,0
2013-14,8,Real Valladolid CF,1,4,LOST,0
2013-14,8,RCD Español,1,2,LOST,0
2013-14,8,Real Madrid CF,3,2,WIN,3
2013-14,8,Real Sociedad,0,1,LOST,0
2013-14,8,Valencia CF,1,1,DRAW,1
2013-14,8,RC Celta Vigo,1,2,LOST,0
2013-14,8,Real Betis,1,3,LOST,0
2013-14,8,UD Almería,1,2,LOST,0
2013-14,9,Atlético Madrid,0,1,LOST,0
2013-14,9,FC Barcelona,0,0,DRAW,1
2013-14,9,Málaga CF,0,2,LOST,0
2013-14,9,Real Sociedad,2,1,WIN,3
2013-14,9,Rayo Vallecano,1,0,WIN,3
2013-14,9,Elche CF,2,1,WIN,3
2013-14,9,Getafe CF,2,0,WIN,3
2013-14,9,Sevilla FC,2,2,DRAW,1
2013-14,9,Villarreal CF,0,2,LOST,0
2013-14,9,Levante UD,1,0,WIN,3
2013-14,10,Real Valladolid CF,3,0,WIN,3
2013-14,10,Real Madrid CF,1,2,LOST,0
2013-14,10,Granada CF,1,0,WIN,3
2013-14,10,RCD Español,0,3,LOST,0
2013-14,10,RC Celta Vigo,5,0,WIN,3
2013-14,10,Real Betis,0,5,LOST,0
2013-14,10,CA Osasuna,1,2,LOST,0
2013-14,10,UD Almería,0,3,LOST,0
2013-14,10,Valencia CF,1,4,LOST,0
2013-14,10,Athletic Club Bilbao,1,0,WIN,3
2013-14,11,FC Barcelona,3,0,WIN,3
2013-14,11,Málaga CF,0,0,DRAW,1
2013-14,11,Rayo Vallecano,1,3,LOST,0
2013-14,11,Sevilla FC,3,7,LOST,0
2013-14,11,UD Almería,2,1,WIN,3
2013-14,11,Real Sociedad,2,2,DRAW,1
2013-14,11,Elche CF,2,2,DRAW,1
2013-14,11,Levante UD,0,0,DRAW,1
2013-14,11,Atlético Madrid,2,1,WIN,3
2013-14,11,Getafe CF,2,0,WIN,3
2013-14,12,RCD Español,0,1,LOST,0
2013-14,12,Real Valladolid CF,0,1,LOST,0
2013-14,12,RC Celta Vigo,1,0,WIN,3
2013-14,12,CA Osasuna,0,5,LOST,0
2013-14,12,Real Madrid CF,3,2,WIN,3
2013-14,12,Athletic Club Bilbao,0,2,LOST,0
2013-14,12,Valencia CF,1,0,WIN,3
2013-14,12,Granada CF,1,0,WIN,3
2013-14,12,Real Betis,2,3,LOST,0
2013-14,12,Villarreal CF,1,0,WIN,3
2013-14,13,Málaga CF,1,3,LOST,0
2013-14,13,UD Almería,1,0,WIN,3
2013-14,13,Levante UD,1,2,LOST,0
2013-14,13,Rayo Vallecano,2,0,WIN,3
2013-14,13,Elche CF,1,1,DRAW,1
2013-14,13,Real Sociedad,1,5,LOST,0
2013-14,13,FC Barcelona,4,1,WIN,3
2013-14,13,Sevilla FC,3,1,WIN,3
2013-14,13,Real Valladolid CF,2,2,DRAW,1
2013-14,13,Atlético Madrid,1,1,DRAW,1
2013-14,14,CA Osasuna,1,0,WIN,3
2013-14,14,Real Madrid CF,5,0,WIN,3
2013-14,14,Getafe CF,0,7,LOST,0
2013-14,14,Granada CF,0,4,LOST,0
2013-14,14,RC Celta Vigo,3,4,LOST,0
2013-14,14,Valencia CF,1,2,LOST,0
2013-14,14,Villarreal CF,3,0,WIN,3
2013-14,14,Real Betis,0,4,LOST,0
2013-14,14,RCD Español,4,1,WIN,3
2013-14,14,Athletic Club Bilbao,2,1,WIN,3
2013-14,15,Levante UD,0,1,LOST,0
2013-14,15,Málaga CF,1,1,DRAW,1
2013-14,15,UD Almería,1,3,LOST,0
2013-14,15,Atlético Madrid,2,0,WIN,3
2013-14,15,Real Sociedad,2,1,WIN,3
2013-14,15,Real Valladolid CF,0,4,LOST,0
2013-14,15,FC Barcelona,0,1,LOST,0
2013-14,15,Rayo Vallecano,2,2,DRAW,1
2013-14,15,Sevilla FC,2,1,WIN,3
2013-14,15,CA Osasuna,0,3,LOST,0
2013-14,16,Elche CF,1,2,LOST,0
2013-14,16,Villarreal CF,1,2,LOST,0
2013-14,16,Getafe CF,0,1,LOST,0
2013-14,16,Real Madrid CF,2,2,DRAW,1
2013-14,16,Granada CF,2,0,WIN,3
2013-14,16,RCD Español,0,0,DRAW,1
2013-14,16,Valencia CF,0,3,LOST,0
2013-14,16,Athletic Club Bilbao,1,1,DRAW,1
2013-14,16,Real Betis,1,5,LOST,0
2013-14,16,RC Celta Vigo,0,3,LOST,0
2013-14,17,Málaga CF,1,0,WIN,3
2013-14,17,Levante UD,2,3,LOST,0
2013-14,17,UD Almería,1,0,WIN,3
2013-14,17,Real Sociedad,3,1,WIN,3
2013-14,17,Sevilla FC,2,1,WIN,3
2013-14,17,Rayo Vallecano,1,2,LOST,0
2013-14,17,CA Osasuna,1,1,DRAW,1
2013-14,17,Real Valladolid CF,2,4,LOST,0
2013-14,17,FC Barcelona,5,2,WIN,3
2013-14,17,Real Madrid CF,3,2,WIN,3
2013-14,18,Granada CF,0,3,LOST,0
2013-14,18,Atlético Madrid,1,0,WIN,3
2013-14,18,Levante UD,0,2,LOST,0
2013-14,18,Real Betis,0,0,DRAW,1
2013-14,18,Elche CF,0,4,LOST,0
2013-14,18,RCD Español,0,1,LOST,0
2013-14,18,Getafe CF,0,3,LOST,0
2013-14,18,Athletic Club Bilbao,0,2,LOST,0
2013-14,18,RC Celta Vigo,0,3,LOST,0
2013-14,18,Villarreal CF,5,2,WIN,3
2013-14,19,Real Valladolid CF,0,4,LOST,0
2013-14,19,UD Almería,1,6,LOST,0
2013-14,19,FC Barcelona,0,0,DRAW,1
2013-14,19,Valencia CF,1,2,LOST,0
2013-14,19,Sevilla FC,1,1,DRAW,1
2013-14,19,CA Osasuna,2,1,WIN,3
2013-14,19,Real Madrid CF,1,0,WIN,3
2013-14,19,Rayo Vallecano,1,0,WIN,3
2013-14,19,Málaga CF,0,1,LOST,0
2013-14,19,Real Sociedad,1,5,LOST,0
2013-14,20,Valencia CF,0,0,DRAW,1
2013-14,20,Real Madrid CF,5,0,WIN,3
2013-14,20,Rayo Vallecano,0,2,LOST,0
2013-14,20,RC Celta Vigo,0,1,LOST,0
2013-14,20,CA Osasuna,0,0,DRAW,1
2013-14,20,Sevilla FC,1,1,DRAW,1
2013-14,20,Real Sociedad,2,2,DRAW,1
2013-14,20,FC Barcelona,1,1,DRAW,1
2013-14,20,UD Almería,0,2,LOST,0
2013-14,20,Real Valladolid CF,2,4,LOST,0
2013-14,21,Real Betis,2,4,LOST,0
2013-14,21,Granada CF,0,2,LOST,0
2013-14,21,Levante UD,3,2,WIN,3
2013-14,21,RCD Español,2,2,DRAW,1
2013-14,21,Villarreal CF,0,1,LOST,0
2013-14,21,Getafe CF,0,1,LOST,0
2013-14,21,Málaga CF,0,3,LOST,0
2013-14,21,Athletic Club Bilbao,5,1,WIN,3
2013-14,21,Atlético Madrid,4,2,WIN,3
2013-14,21,Elche CF,0,4,LOST,0
2013-14,22,RC Celta Vigo,2,1,WIN,3
2013-14,22,Valencia CF,3,2,WIN,3
2013-14,22,Real Valladolid CF,0,0,DRAW,1
2013-14,22,Rayo Vallecano,0,0,DRAW,1
2013-14,22,Sevilla FC,2,3,LOST,0
2013-14,22,Real Madrid CF,1,1,DRAW,1
2013-14,22,Real Sociedad,0,4,LOST,0
2013-14,22,RCD Español,0,2,LOST,0
2013-14,22,UD Almería,0,1,LOST,0
